texto,calificacion,lugar,categoria,fuente
"Beautiful grounds and accommodation. We (2 adults and 2 children) were in room 16, furthest away from the gate,  and it looked very new, modern and was very spacious.
Sitting on the rocking chairs and hammock on the veranda, watching the birds (especially the humming birds).
Delicious pancakes at breakfast.
The games area, which has a pool table, fooseball, table tennis and shuffle board. The fact that you have to pay by cash. We had to drive into town in a torrential downpour, specifically to get cash out.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful surroundings. Friendly staff. Lovely breakfast. Great location for visiting places and walk to good places to eat. The chickens, geese , turkey and peacock were interesting and beautiful to observe. Nothing really just sometimes the lorries were noisy going past but easy location and beautiful gardens and wildlife made up from this.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The property here is beautiful - I truly felt like we were living in the rainforest. There was nothing quite like reading on the patio, listening to the rain come down and watching tropical birds fly in and out of trees. The staff was also amazing - always so willing to help. We also liked the location. It wasn’t walkable to La Fortuna, but it was a 5 minute drive - incredibly easy. Plus, there’s so many attractions within minutes. We never got bored! I wish the rooms had a bit more storage - for a family, we struggled to find room for all the stuff we had. I’d also love the opportunity to book a 1 or 2 bedroom room. The cabin was beautiful, but we’d love a bit more space.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Flowers, breakfast nook with coffee, bed, a/c, staff Breakfast (not included) wasn’t very good.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Located very close to a ton of hot springs and hiking. Feels like you’re in the jungle with all the trees and animals around. The game room has ping pong, shuffle board, pool and foos ball which were fun. And the hot tub was great after a long hike. The hot tub is only heated after 3pm which makes sense since the days are hot but it would have been nice to use in the morning.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Loved having the pool and hot tub and the accomodation was very comfortable and welcoming, a lovely verandah with rocking chairs and hammock to sit out and listen to the birds. We looked forward to getting back after our daily trips out. Really lovely staff. WiFi was very useful but not the best. But then who needs WiFi when you’re relaxing in Costa Rica!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Great pool for the kids. Rooms were big and beds comfortable. Nothing,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Felt private and less noisy being on the edge of la fortuna suburb, but also very conveniently located by some local sodas and a market. The staff was very friendly. Elisa let us help pick eggs in the chicken coop. Lots of butterflies and hummingbirds and beautiful plants and flowers. Breakfast was extra but cheap and a good value.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The room was clean, the porch with the garden and view of the volcano was beautiful. Paula was very kind and helpful. The pool was beautiful and clean. There was lots of outdoor space and it never felt crowded. It’s a 40 minute walk to the main town. We struggled with the key which frustrated one of the staff. Breakfast was not included.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"This was the best place we stayed during our 10-day vacation in Costa Rica. Absolutely beautiful grounds, delicious breakfast, sweet staff, and loved having our own cabana and private patio.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The location, breakfast, grounds and room were all great. The payment process is cash only for breakfast and the stay. However, after working through things, they do take PayPal.",5,Hotel Roca Negra del Arenal,alojamiento,booking
It was beautiful. The staff were so friendly and helpful. The garden setting was so well kept. We loved that there was a/c in the room. It was walking g distance to town.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wonderful experience at hotel roca negra! Beautiful gardens, as well as small kitchenette area for making complimentary tea or coffee, and pool and jacuzzi! Theres also chicken coop with peacocks. Communication with staff was great- they were very helpful in arranging taxis and volcano tour. Breakfast was delicious and everyday we saw animals we had never seen before! The walls were a little thin so you did hear your neighbors. You will hear the rooster or peacock each morning However. Would still stay again!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Loved the location and the gardens, the terrace was just perfect with the hammock and rocking chairs. We used the outdoor jacuzzi every day during rainy spells and the staff were so lovely to us! Would recommend to anyone.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful flora and fauna on the property, a great view of Arenal, comfortable lounge chairs and hammock, and a nice pool and jacuzzi!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"- They upgraded us to a better room 
- The entire space is incredible: a lot of nature and animals and the view from the room was spectacular
- Breakfast was delicious
- Most of the staff is super nice and willing to help
- Room was super spacious and clean 
- The hot tub after a long day hiking was amazing - Some people in the staff weren’t that nice",5,Hotel Roca Negra del Arenal,alojamiento,booking
It’s close to town. It’s small and beautiful. The beds need more blankets. Pillows are a little stiff.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful gardens, friendly and helpful staff, we enjoyed all the animals on the property, the pool, and game area. On site breakfast was very good. Rooms felt private and were very clean with nice covered porches to enjoy being outside. Good view of Arenal Volcano when clouds cooperated. Beds could be a bit more comfortable. Lots of sound from road, even though it is not visible while on property.",5,Hotel Roca Negra del Arenal,alojamiento,booking
The staff was extremely helpful and attentive! The room was comfortable and clean! The property was in excellent conditions!  Very well maintained. 10 out of 10!,5,Hotel Roca Negra del Arenal,alojamiento,booking
Warm welcome. Views were outstanding. We had a problem with our AC which was dealt with efficiently. Great pool area and good to have tea and coffee making facilities.,5,Hotel Roca Negra del Arenal,alojamiento,booking
The property is lush and tropical attracting all sorts of birds. The rooms have a fabulous view of the volcano and it’s a short drive or longer walk to town. The rooms are cleaned daily. The staff are very helpful and kind. There’s a shared tea / coffee area and pool. Really great value. We loved our stay here. Nothing we didn’t like,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very sweet, kind, and friendly staff who offered a complimentary upgrade for our room as we were celebrating a special occasion! Beautiful gardens/grounds with a nice pool and jacuzzi. Walking distance/close to several restaurants too - we enjoyed Pizzeria La Cava. An added bonus were some animals - chickens, turkeys, and a peacock! The breakfast was canceled as the attendant had a personal issue/conflict.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Lovely little hotel, upgraded our room.which was great. Excellent facilities. We didn't use.the pool or games room but both looked nice. Lots of restaurants nearby..They had umbrellas you good use which proved essential!! A bit of a walk.to town (30 minutes) along busy road..",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Amazing property!  Gorgeous grounds.  Safe.  Clean.  Pool and spa  were amazing.  Pool table.  Ping pong and more!   

Staff were super friendly and courteous.  They even found a pair of sunglasses we left and are working to ship them back to us.  Amazing!

Highly recommend. Nothing.  All perfect!",5,Hotel Roca Negra del Arenal,alojamiento,booking
I loved how nature is part of the experience.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Magical grounds with gorgeous lush green vegetation, beautifully kept.
Great location on the edge of town, so minutes from restaurants (recommend Red Frog coffee roasters), but quiet.
Hilarious ducks, chickens, peacock.
Cute little pool area. Great pool room.
Room was perfect.
Loved everything about the place.  Highly recommend. Having to leave.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The moment we arrived, Elizabeth welcomed us and made us feel like this was home for the next three days. She was funny, kind and helpful in every way! We also had everything we needed to relax and enjoy every moment. First world problem…not much hot water and a/c in the kid’s room never worked great. But, they helped with the a/c as much as possible and it was just fine!!",5,Hotel Roca Negra del Arenal,alojamiento,booking
We loved the beautiful grounds. So many birds and gorgeous flowers. The receptionist (Eugenia?) was the most joyful person I have ever met. She embodied “pura vida”! We lived having the pool table there as well. The WiFi signal was weak.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The property is beautiful, well kept, and great views of the Arenal Volcano. Perfect location near everything in La Fortuna. The bed was a little hard",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The gardens were beautiful and well kept. The location was close to town but secluded enough to not hear all the city noises.
The best was the big covered front porch. Just sitting on the porch to just watch the rainfall and be out of the rain was awesome Only complaint was that one day the breakfast was down",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Fabulous gardens and privacy between cabins, spotlessly clean and super friendly staff. wi-fi wasn't great anywhere on the property and the pool was a bit chilly",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The hotel was beautiful with a very friendly staff, 24 hour coffee and tea, delicious breakfast, lovely pool and jacuzzi and plenty of games, sitting areas and walking trail. I would definitely come back!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"this hotel was very nice, big room and bathroom, nice terrace, parking next to the cottage. the swimming pool and jacuzzi were so great.
we can really recommend this hotel to everyone visiting la Fortuna next to the swimming pool, you can hear the road a little, but not really an issue
the cottage are more in the back and very silent there.
some restaurants at walking distance but we took the car to the centre (about 1-1.5km) with more options.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very friendly staff, an amazing immaculate spacious room and an easy walk to good restaurants and supermarket. The grounds were kept perfectly with amazing plants and a nice path with places to sit. All under the towering Volcano. The free kitchen with coffee and tea was a nice touch and the pool was great. Nothing",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very friendly ,  rooms casitas were nice, clean They only accept cash was in prepared
To pay with cash when I booked it on booking.com
Beds were okay not super comfy .  Breakfast just okay . Not included",5,Hotel Roca Negra del Arenal,alojamiento,booking
Breakfast excellent. Atmosphere friendly and relaxed. Gardens beautiful,5,Hotel Roca Negra del Arenal,alojamiento,booking
It’s beautiful and feels like you get a little closer to the jungle vibes The breakfast part was confusing us. We didn’t book breakfast and wanted to do it separately but there was some confusion about it.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful gardens and facilities.
Loved the pool. 
Breakfast on site (additional 8$/pp) was lovely.
Staff were all exceptionally friendly and kind. 
Free coffee/tea station. 
Soda el Turnito across the road was great for dinner. There’s a bit of road noise but didn’t bother us at all.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Everything!! Beautiful rooms and grounds. Elizabeth at reception was friendly and funny. coffee or tea available 24hours I loved everything!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very nice property especially for families with children. We liked all of it, especially the beautiful garden and swimming pool. Noisy because on the main road to Arenal.",5,Hotel Roca Negra del Arenal,alojamiento,booking
We loved staying at Hotel Roca Negra. It has lots of beautiful plants and some chickens. We didn’t get to use the pool or spa but loved that we had the option to! You can get breakfast on site for an extra fee. Our room was very comfortable and loved that it felt like a little bungalow. The staff was so friendly and helpful throughout our entire stay. Just be prepared to pay cash for your stay and breakfast.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Good location , cleanliness . everything was good.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great location, beautiful garden, nice staff No coffee machine in the room, but they have a coffee room for everyone, so no big deal",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The front porch hammock, gardens and game room Paying cash",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The place is quiet and you're surrounded by nature. The room was perfect and we loved our terrace. Coffee and tea avilable 24 hours. The room has an amazing size and everything was very clean. The staff was welcoming and friendly. It was a bit pricey, but the prices in La Fortuna are like that everywhere.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautifully cared for complex with friendly staff. Everything was super clean. Lovely gardens and great view of the volcano. Nothing.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Location, Arenal volcano views, clean and private rooms.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Super friendly, super clean, private, secure, very beautiful and well maintained grounds.  Peacocks, chickens, ducks and turkeys were an unexpected delight.  The view of the volcano was really cool. Overall, a great experience! Could hear some of the highway noise from the pool, but not an issue at all in our room.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The location was excellent. The best was that we could see the volcano from our front porch 
A beautiful garden with flowers and an easy path to walk on The beautiful garden with plants and birds and a boeie of the property. 
We saw Tulane flying over from the property 
It was a little paradise",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great comfortable place to hang out.  Good pool and great gardens.  Staff were friendly with interesting individual personalities.  Breakfast was additional and was fine. Room was very clean and bathroom was very big. Decking area outside room with a good view of Arenal. Great view of birds in the property. I hadn't noticed that this hotel was cash only and we got a poor conversion for the dollar. ( it does state cash only in the details ....).
A little bit outside the town so not great if walking only but good restaurants / shops within walking distance.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Breakfast ok, location ok. 
Peaceful and relaxing Slight lack of communication on transfer to Tortuguero. 
We paid $135 and got dropped at Guapiles and had to pay $65 for 2 taxis to get us to Pavona!
We were told the $135 would take us straight to Guapiles, so quite disappointed and caused slight stress",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great shower, spacious, quiet, helpful staff. Having to pay in cash",5,Hotel Roca Negra del Arenal,alojamiento,booking
"This is like a garden with some cabins in it. The cabin is usually shared by two rooms, but they are well separated. It's pleasant just walking around the garden trails, listening to birds chirping. There is a swimming pool, table tennis, and pool. Birds could be too many for some people, and they will probably wake you up in the morning. They only take cash (USD or Colones). Breakfast is ok, $7/person, cash only too, and they are separate from the hotel. You may better go to the restaurant across the street for meals.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Staff was very friendly. Grounds were beautiful. Hotel was very clean. WiFi connection was not great. AC stopped a couple of times.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Very pretty and convenient to all attractions.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Great location with view of Arenal volcano. And our cabin was perfect for a family. Beautiful gardens and handy to have a pool and games area. Staff were really friendly and helpful.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"What a great hotel! The beautifull garden, the pool and the spacious and clean room/house we had. It was one off the best stays we had in Costa Rica! Also a nice breakfast and a good location!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"I had a great stay at Roca Negra. The room was lovely - very comfortable, spacious and clean. The location is really handy - a short car journey into central Fortuna and also close to activities such as the volcano etc. they offer breakfast for a small extra fee which was lovely. You can see lots of wildlife just sitting on your patio and the pool and hot tub was an extra perk! Thank you!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very nice, spacious and clean room in a bungalow. The outside of the hotel is fantastic with a lot of plants, a nice Pool and a lot a little corners to sit in the garden (where you can see hummingbirds and other beautiful birds). A bit outside of la Fortuna but super easy to reach with a uber. The staff was extremely nice and funny, and super helpful to book tours. Maybe just the fact that we can only pay cash. And the breakfast is not great (no fresh juice and a small choice of options), to be paid extra,  and you have to wait quite a bit so to be taken into account if you have an early tour.",5,Hotel Roca Negra del Arenal,alojamiento,booking
The property is absolutely beautiful. Great care is taken to maintain all indoor and outdoor areas.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful location, very near to the volcano so we had amazing view. A bit out of busy La Fortuna but still there were shops and restaurants, it was more quiet and I love that. The garden was very pretty and full of birds, though I liked more wild gardens than so well organized ;). The room and bathroom were huge and very comfy. Strong wifi. Very friendly staff. Nice jaccuzzi :).",5,Hotel Roca Negra del Arenal,alojamiento,booking
"This was the only hotel in our long trip where we got towels dried on a rope and not in a clothes dryer. They were terrible.

Oh and please install a $300 reverse osmosis system in the coffee/tea area for all the guests to use.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Staff are friendly and always willing to help with booking tours in the erea.
Recommended some really nice restaurants to pick from.

Showers could use a little more water  pressure.
Breakfast could use a few more items on the menue.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Charming!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"This was our family’s favorite hotel of this vacation. It was very clean, relaxing and the location was perfect",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The hostess at the front desk was amazingly helpful and so it's cheerful. She really made our stay great and showed us all of the facilities. The land is beautiful and had a really cool farm like ambience on one area that the kids love to explore, and then it had great recreational space, beautiful landscaping and a pool (it truly felt like our own personal pool since there was nobody else at it the entire time we were there). The location was great, and we had a decent discount to the Baldi Springs nearby, which was a fabulous experience. There were 14 people in our group, and we would all go back!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Room was better than expected. Hotel facilities are very nice. We liked the fact that there was a lot of 'green' all over the place. We also liked the free coffee station. That we stayed just one night and would love to spend more time there.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The grounds, rooms and staff were exceptional. The shower head was not sized correctly for the shower and cause water to get outside the shower itself.  Our only minor concern.",5,Hotel Roca Negra del Arenal,alojamiento,booking
We really enjoyed the room. The shower was amazing The layout was different but beautiful. The staff was always attentive and helpful. We had trouble with the electronics and we're taken care if quickly. Beautiful grounds with the most amazing view from the porch of the volcano. Nothing,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Everything was excellent! The room was very clean, the amenities were great and the staff were excellent and very attentive. We had a fantastic stay!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Loved everything about this hotel! That we only had one night to stay here. Would like to have stayed a few days here.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The property was really lovely.  Beautiful plantings, very natural.  Pleasant pool and hot tub.   Very nice staff.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Staff treated us as family. I loved that they had security gate that closes after 5 pm.  I felt secure and safe,5,Hotel Roca Negra del Arenal,alojamiento,booking
The cabins were very comfortable and private. Could have coffee makers in the cabins.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Clearly well maintained and clean . Birdlife and gardens were wonderful. Volcano view was exceptional from our room. Staff friendly and courteous.  Pool was excellent and relaxing.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The views of Arenal Volcano from our private veranda were amazing! The hotel is very welcoming. It has a shared coffee/tea area where you can make drinks whenever you wish. The pool and jacuzzi area were lovely, the gardens were well-maintained and the games area was a bonus. There are lots of restaurants and grocery shops within walking distance and the centre of La Fortuna is a short journey by Uber. The standard room was fine if a little small. The bed was comfortable and the air con was effective. I loved watching the hummingbirds from the veranda. Highly recommend visiting the Bogarin Trail (guided tour), North Fields Coffee Tour, La Fortuna Waterfall, and Mirador el Silencio.",5,Hotel Roca Negra del Arenal,alojamiento,booking
We loved it! Very clean and well maintained! The houses are clean and spacious! With a beautiful view of the volcano. Staff was very friendly and helpful! We enjoyed our time!,5,Hotel Roca Negra del Arenal,alojamiento,booking
The staff were amazing! Very friendly and helpful. The location and atmosphere was relaxing. Breakfast was good and the property was beautiful. We liked everything about our stay here.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Absolutely stunning!! The amenities are perfect, there is a gorgeous view of the vulcano and a jungle feeling. It's conviently located and the staff are wonderful, the beds comfortable, the pool amazing. Loved it and cannot wait to come back All payments must be done in cash only",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The garden is stunning and teeming with birds. If you enjoy birdwatching, this is an excellent place to stay. The WiFi signal in the room at night is barely usable, and the data signal in La Fortuna is also weak. I needed to handle something online at night and had to go out into the garden to find a better WiFi spot.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"This place is a lovely charming refuge that is within walking distance of downtown Fortuna. Staff were delightful. Rooms were spotless. Breakfast fast and delicious with great choices. Sheets smooth, cool and soft. Bed was perfect for me. The grounds were a huge selling point when I shopped for accommodations and they did not disappoint. Lush tropical oasis full of birds and color. Fully walled and gated was a nice surprise. Highly recommend! Only suggestion: the door to my cottage could not be set to an unlock position. My traveling companion locked herself out of the room about five times.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Good location - out of the busy streets of la fortuna but close to everything and good restaurant options nearby. Spacious room, nice bed, nice shower. The high chair's harness was broken, so for little kids like ours you have to be super careful that they won't slide out of it. A new harness would make dinner time more relaxed :-) 

Also more place to hang your wet clothes / towels would be handy",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great location. Beautiful cabin with everything you need. Clean and peaceful. The breakfast was ok, not great.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Clean and quiet, near places to eat and enjoy. No complaints",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Our room had a beautiful view of the volcano and hotel gardens. We were able to see a ton of different birds and other animals from our porch! The hotel grounds were beautiful overall, very lush with many types of plants. Nice and clean pool as well. And breakfast was delicious. Our room was away from the noise of the road, the only noises at night were the wildlife which was very relaxing. The pillows/bed could have been a little more comfortable but overall they were fine.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Absolutely lovely. The setting, among beautiful gardens, was perfect. The rooms and all facilities are well thought out, comfortable, clean and quiet. Not a thing.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Everything: staff, facilities, pool, accommodation, location to restaurants, tours available. The road can be noisey.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very unique place, accessible, clean, friendly staff and it’s nice to see the volcano from your room and the animals.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The cabins were exceptional. They were private, quiet, comfortable. They had lots of room.  The shower was huge, and the beds were comfortable. The grounds cannot be beat. There was so much beauty everywhere around us and the location was close to everything. Great walking score.  Breakfast was very good, people so hospitable and kind. I can't think of a think I didn't like.  It rained quite a bit, but such beauty doesn't come without some rain. It is a rain forest afterall!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful gardens with view of Arenal. The room was super clean, spacious, huge comfy bed, good AC. No mosquitoes too. Also loved how there were loads of animals around. The location is good too, outside the business of La fortuna, very quiet but can take Ubers everywhere for cheap. 

The staff were excellent and super friendly and helpful, they helped us to book some excursions including whitewater rafting and thermal springs which were cheaper than the online prices. Super recommend Maybe could have more places to hang clothes to dry (also stuff never dries but that is because of the humidity)",5,Hotel Roca Negra del Arenal,alojamiento,booking
Great garden like atmosphere with closeup views of the volcano. Unfortunately it rained alot so dampened our experience but the reviews were right: this is a funky and affordable little gem.,5,Hotel Roca Negra del Arenal,alojamiento,booking
The location was close to everything! Our stay was short,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The property was very beautiful with a lot of beautiful trees, palms. And so many fun games, pool table, hot top, pool, free coffee, big kitchen. I loved to see chickens with their new born babies. Rooms clean, with king bed, a lot of relaxing areas. 
Great location with ton of best restaurants with best ceviches 💜 Elisabeth welcomed us, she has a little attitude character, but when we were leaving she changed a little bit)) But rest of the staff was very very sweet and friendly.",5,Hotel Roca Negra del Arenal,alojamiento,booking
We absolutely loved our stay at Roca Negra. The lush tropical gardens were exceptional and the staff were amazing. The room was very clean and comfortable! We would definitely stay here again!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful garden, clean and comfortable rooms, and very friendly staff. There was a little bit of road noise and some roosters in the morning.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great location, great staff, great rooms would stay here again",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The lovely lush gardens, birds, view of the volcano, when not shrouded in cloud, huge comfortable bedrooms with terrific showers, a covered porch to enjoy the natural surroundings.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful place! We would have stayed longer if it had stopped raining:) Rained constantly and everything cost $$$ - even for a walk in the jungle.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The garden, the coffee corner,  the location, everything was perfect",5,Hotel Roca Negra del Arenal,alojamiento,booking
A spacious comfortable room with a great bathroom area and comfy rocking chairs on the terrace to sit watching the birds in the beautiful garden. Enjoyed the small pool and jacuzzi. Optional breakfast was average but good value. It would have been handy to have a kettle in the room.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The location is excellent, the staff are very friendly and helpful The breakfast we were told was amazing and I had pancakes and they were great, but the omelette and other dishes were a little bland sadly",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The lady in the reception was super friendly and made us feel comfortable. 
Gardens are beautiful, and the view was superb .
Loved the big room and super king bed. Nothing",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful tropical ambiance with the sounds of birds, crickets, frogs, and other animals (hidden in the trees and foliage). We enjoyed the entire experience. The staff, the rooms, the location, surroundings, and the overall ambiance. The breakfast was the only area that could be improved. It would help if they could speak a bit more English, or had someone there who could interpret. Communication was difficult and we ended up getting an unexpected meal. Not a big deal, but something to consider.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The amenities are fantastic! Nice pool and hot tub, breakfast available for $7 USD, spacious rooms and bathrooms, lots of outdoor hangout areas, beautiful landscaping, critters wandering about (ducks, chickens, turkeys, peacock, geese, a couple kitties, a few pups... All very friendly/ uninterested in you, so don't worry about the peacock or turkey, ha ha). Also, even though off main road, nice and quiet in the rooms. Good a/c, functioning refrigerator. You do have access to coffee machine and hot water 24/7, but in a communal area... Same goes for some plates, silverware, microwave (all in communal outdoor space). And, the game area is such a nice addition (foosball, pool table, ping pong)! When we arrived the a/c and refrigerator were not turned on... I completely support saving energy, but it took a few hours for the fridge to get down to temp and we had stuff that needed to be kept cool; the a/c cooled the room down after about half an hour, so obviously not a big deal, just would've been nice after a long hot drive to step into a cool room

**This is not a faulting of the hotel whatsoever, just a personal preference**
Would like to have individual coffee machine in the actual hotel rooms as we travel with our own coffee and hate to throw out other coffee people have made at the communal space just because we want what we brought and only brew a cup or two at a time.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very nice breakfast... staff friendly.  This is an inexpensive nice hotel very close to everything in Fortuna and surrounding Arenal area.  The beds were comfortable, bathrooms nice, decor lovely.  Nice pool and ""play area"" (pool table, etc). It would be nice to have a restaurant - not just for breakfast.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Cabin with hammock in the amazing garden was great. Staff very friendly. Breakfast (not included) was great as well. Close to spa’s and hikes. Only option was to pay in cash, that was not ideal for us.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Comfortable rooms nice landscaping probably as good as you will get get in Arenal,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nice property with a small walking trail through the grounds, breakfast was descent for 7$. Staff were friendly, pool area is quite nice with a small games room and lounge areas in several places around the property. we would definetly stay again Not much not to like, cabins are not very sound proof.",5,Hotel Roca Negra del Arenal,alojamiento,booking
The grounds and walkways were very attractive and well located. We enjoyed the rocking chairs for sitting outside our room. It was a very attractive setting. The room was clean and well maintained. The hot water was not reliable.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful gardens and friendly staff,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The gardens are spectacular.  The birding here is one of the highlights.  The pool was clean, the games room operational, rooms were clean, location excellent..:we would recommend this place to our friends.  You can tell they put a lot of their profits back into the property. Would be nice to have breakfast included.  The drain in the shower did not drain well.  Oh, and they NEED to add another plug in in the kitchen…no way yea people and coffee people should be battling for the power early in the morning.  Small things though.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful grounds and exceptionally friendly and helpful staff. A good location for meeting other travelers. The layout and Atmosphere were conducive to engaging with everyone. Breakfast was not included and was ok, with mediocre coffee.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Staff were friendly and attentive. The room was clean. We liked the game area, and the children loved the pool. Wifi was very bad. It was a very slow wifi connection that often didn't work.",5,Hotel Roca Negra del Arenal,alojamiento,booking
The grounds and room were super clean. We also had access to a kitchen though it is meant for prep as there is no way to cook. Everything was well maintained.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Hotel is fabulous! The photos don’t do this place enough justice! Everything is perfect here the wildlife, plants, pool, staff, game, rooms and location.  This hotel is located 5 mins walk from the bars and restaurants, which keeps the noise to a minimum. Staff are super friendly and cannot do enough for you! The rooms have every little detail covered! I don’t understand how they could have any negative comments! This is super cheap for the hotel is it!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The property was beautiful.  Stunning view from our window of the volcano. Many colourful plants, a faux jungle around the walkways and a beautiful pool area.  The rooms were large, spotless and were exceptionally comfortable.  It all felt very safe and relaxing. There was a free tea/coffee kitchen which was a thoughtful touch (and the coffee was gorgeous!). The staff were very attentive and helpful with booking activities. I was also lent their sewing kit to fix a broken seam on my backpack. Not being warned that the property was 100% cash when we booked.  We didn’t bring enough on us for the stay and it created a cash management issue. 
Breakfast was also unavailable due to the (sole?) cook being away for 2 days. Not ideal when activities begin early and days are high intensity.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful setting Breakfast was not complimentary and was not worth the $7.00,5,Hotel Roca Negra del Arenal,alojamiento,booking
