texto,calificacion,lugar,categoria,fuente
"L’accueil exceptionnel, super localisation un peu éloignée de la Fortuna mais a proximité de restos et supermarchés. Le magnifique jardin et la piscine très sympa",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Une de nos meilleures adresses au Costa Rica.
Des hôtes adorables, toujours prêtes à rendre service et de bon conseil pour les visites. Un jardin et une vue sur le volcan Arenal magnifiques.
Une chambre décorée avec goût.
Une piscine paysagée.
Une pépite ! Rien",5,Hotel Roca Negra del Arenal,alojamiento,booking
"De omgeving, de gastvrijheid, het uitstekende ontbijt Niets",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Super vriendelijk en behulpzaam ontvangst! Prachtige kamer met eigen terrasje en hangmat. Heel groot en comfortabel bed, grote badkamer, erg proper. Super goed gelegen. Een aanrader",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Entzückendes Hotel , welches nicht ganz zentral in La Fortuna ist. Dies hat uns auch sehr gut gefallen. In direkter Umgebung befinden sich Einkaufsmöglichkeitenen, Restaurants und Cafés. Sehr freundlicher Empfang. Fantastischer Garten mit vielen Vogelarten. 
Hübsches Zimmer, bequemes Bett und schönes Bad. Gut gefallen hat uns die Veranda mit den Schaukelstühlen und der Hängematte.
Gutes Frühstück mit leckerem Kaffee!! Wie gesagt, ein Wasserkocher wäre nett zu haben 😃",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Extrem freundliches Personal, sehr zuvorkommend, große Handtücher. Für den Pool kriegt man an der Rezeption, jeden Abend im Whirlpool mit einem netten Drink verbracht, überall Kolibris, extrem leckeres Frühstück mit Ausblick in den Garten für sieben Dollar, perfekter Aufenthaltsort, um abends in dem top leckeren und sehr bezahlbaren Restaurant la cava essen zu gehen. Super Pizza und Pasta und Salate. Von der Terrasse aus direkter Blick auf den Vulkan. Wir haben uns extremst wohl gefühlt und wären gerne länger als vier Tage geblieben. Nichts",5,Hotel Roca Negra del Arenal,alojamiento,booking
"L’emplacement, l’espace  jeux et la piscine, l’accueil et la gentillesse d’Elisa",5,Hotel Roca Negra del Arenal,alojamiento,booking
"L’ambiance générale, les jeux et la piscine. Le petit déjeuner ne vaut pas le prix",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Le volume de la chambre, la déco, le jardin Pas de poubelle dans la chambre",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La struttura è molto bella e le camere confortevoli In camera non c'era niente per fare caffè o the, solo alla reception che però era piuttosto distante dalla nostra camera.
Vista la posizione su una statale molto trafficata ,la struttura dovrebbe avere un bar dove poter prendere qualcosa senza dover uscire per forza.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Tolles Ambiente, herrlicher Blick im schönen Garten ayf den Vulkan. Interessante Vögel überall. Die nahe Straße ist im Bereich des ansonsten sehr schõnen Pools etwas laut.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wunderschöne Anlage, man wohnt inmitten eines tropischen Gartens. Gutes Frühstück, schöner Pool, sehr nettes Personal. Das Beste: Premiumblick auf den Vulkan Arenal! ./.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Het ontvangst, de tuin + zwembad en omgeving waren top! Als er iets moet worden genoemd, was het de breedte van het bed, maar dat valt in t niet ten opzichte vd pluspunten!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Accueil chaleureux et hôtel très verdoyant, il y a beaucoup d'oiseaux visibles de jour comme de nuit.
De plus l'hôtel est situé non loin du centre ville, à 15-20 min à pied

Bon rapport qualité - prix Le seul petit bémol est qu'il faut payer en cash",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wat een heerlijk verblijf hebben we gehad! De beste die we hebben gehad. Super vriendelijk personeel, de kamer was heel schoon en comfortabel. Ook het zwembad was prachtig en de natuur van het terrein was geweldig. Helemaal top!!! Ontbijt was helaas niet inbegrepen en moest je aangeven van tevoren als je dat wilde.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Mooi onderhouden accommodatie in een kleurrijke tuin, kamers werden schoongemaakt op aanvraag en het zwembad was erg fijn met zelfs een warme jacuzzi. Het personeel was erg vriendelijk, benaderbaar, had humor en was flexibel. We kregen onze twee kamers netjes naast elkaar ondanks dat we twee verschillende types kamer hadden geboekt en we konden eerder inchecken. Receptioniste boekte voor ons tickets bij de Valdi hot springs met korting. Eigenlijk was alles perfect, enige kanttekeningen waren de drukke weg vlak naast het complex en de rumoerige receptie die zich vlak naast onze kamers bevond. Daarnaast hadden we graag met creditcard betaald, nu moesten we meerdere keren geld opnemen tegen extra kosten bij de bank omdat alleen contant betalen mogelijk was.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Sehr nettes und schönes angelegtes Hotel in guter Lage, um Ausflüge zu starten. Das Zimmer war geräumig und hatten einen schönen Blick in den grünen Garten. Das Personal war sehr freundlich und das Frühstück für 7$ p.P war auch gut.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Elizabet cudowna, wspaniała, miła, bardzo pomocna kobieta dla której zajmowanie się nami jest pasja. Była naszym aniołem stróżem pod czas pobytu, bo mielysmy trochę kłopotów nie związanych z hotelem. To mejsce to mały raj na ziemi - zielony ogrody, ptaki widok na wulkan, jakuzzi, basen, pyszne śniadanie, mile ludzi. Do tego wszędzie blisko. Polecam każdemu pobyt w tym mejscu. Elizabeth widać jak Kochasz ludzi, a my Kochany Ciebie!!! Zumka I Leszek (kłopotliwe turyści 😅). CUDOWNE MEJSCE! POLECAMY! Wszytko idealnie!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Je zit midden in de natuur en toch dichtbij de activiteiten en restaurants. Koelkast maakt te veel geluid daarom in nacht uitgezet,5,Hotel Roca Negra del Arenal,alojamiento,booking
La struttura e’ immersa nella natura e ci sino i colibri che vengono a mangiare il nettare dei fiori! Un relax incredibile e si vede il vulcano da lontano Niente,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Magnifique jardin ,belle vue sur le volcan,plein de belles plantes et des colibris. Mauvaise insonorisation",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Velmi milí personál, čisté ubytování, skvělá poloha, cena velmi přijatelná.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Magnifique établissement ! Personnel et accueil impeccable et emplacement de choix. Un gros coup de cœur pour moi et ma famillle. 10/10 Rien,5,Hotel Roca Negra del Arenal,alojamiento,booking
Mooie plek op een goede locatie! Uitzicht op de vulkaan. Dicht bij winkels en restaurantjes. Niets,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Comfortabele kamer, heel vriendelijk personeel en prima ontbijt, wel tegen betaling Het was te doen om naar Fortuna centrum te lopen, althans overdag. 's avonds niet aan te raden.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Mooi en netjes! Met uitzicht op de Arenal vulkaan vanuit ons terras. Heerlijk zwembad. Vriendelijk personeel! Niets,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Schöne Bungalows in sehr bunt angelegten Garten mit vielen Tieren Nahe an der Straße, LKWs waren in der Nacht laut störend",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Le personnel est très professionnel et accueillant. L'endroit est magique grâce à son jardin luxuriant. Les chambres sont spacieuses. Lors de notre séjour, il y a eu un problème de wifi ce qui peut arriver n'importe où.
Le petit déjeuner pourrait être meilleur.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Sehr freundliches Personal! Es war keine Kartenzahlung möglich…,5,Hotel Roca Negra del Arenal,alojamiento,booking
"alles perfekt, wunderschöne Anlage, tolles Personal, sehr sauber, bezaubernd ist der Garten, viele Vögel zu beobachten direkt von der terasse aus, wir würden jederzeit wieder kommen nichts",5,Hotel Roca Negra del Arenal,alojamiento,booking
"An dieser Unterkunft hat uns ausnahmslos ALLES gefallen. Die Besitzerin (?) Elisabeth führt das Hotel mit viel Herzblut und Professionalität, ist dabei tiefenentspannt und begrüßt die Gäste immer mit einem Scherz auf den Lippen. Rezeption, Gemeinschaftsbereiche und Wohneinheiten liegen inmitten einer phantastischen tropischen Gartenlandschaft; von unserer eigenen Terrasse mit Schaukelstühlen hatten wir exklusive Aussicht auf den Vulkan Arenal, das Zimmer selbst war geschmackvoll, sauber, mit Kühlschrank, Safe, TV und großzügigem Bad eingerichtet. Für Hobby-Ornithologen der perfekte Auftakt in den Tag ;)) Schöner Poolbereich, frisches üppiges Frühstück gegen geringen Aufpreis zubuchbar ( das traditionelle Tico-Frühstück wird mit Reis in Vulkanform und frischen Früchten zubereitet ). Viele interessante Sehenswürdigkeiten zentral erreichbar ( unbedingt empfehlenswert die Touren des Anbieters RED LAVA TOURS in La Fortuna/Abholung direkt vor dem Hotel sowie benachbarter Bogarin Trail - exzellente Guides ) Es gibt nicht das Geringste zu beanstanden !",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La place de parking a coté du petit logement
La vue sur la montagne
La verdure qui invite les oiseaux à venir voler à coté des chambres
L'intimité, avec les petits logements espacés les uns des autres.
La salle de jeu et le spa
l'hotel est un peu éloigné de l'activité de la ville ce qui en fait un endroit parfait. Rien.",5,Hotel Roca Negra del Arenal,alojamiento,booking
De tuin en de gastvrijheid van het personeel. niets,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Eine wunderschöne Anlage, sehr hilfsbereites und nettes Personal.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wir hatten ein grosses, perfekt sauberes Zimmer mit 2 riesigen Betten (No 12) mitten in diesem wunderbaren Garten voller exotischer Blumen und Bäume, die Kolibris schwirren an der Terrasse vorbei, wo man in der Hängematte mit Blick auf den Arenal entspannen kann. Es gibt einen schönen kleinen Pool. Jacuzzi ab 15 Uhr, Spiele, gratis Tee etc. Das Frühstück
ist auch fein (nicht inkludiert) und das Personal sehr nett. Das Hotel liegt im oberen Teil von La Fortuna nah zu div Restaurants und Bars und auch nah an den Thermalbädern und dem Vulkan. Perfekt. Das Inernet im Zimmer ist sehr schwach, aber im allgemeinen Bereich läufts bestens.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Mooie (wij hadden een vrijstaand) huisje met een fantastische badkamer, geweldige en grote slaapkamer en heel fijn eigen terras. Auto kan naast je huisje staan. Een mooi aangelegde tuin en aan het eind een ruwer deel waar wildlife te zien is als je geluk hebt (wij zagen enkele toekans). In de grote tuin veel vogels en mooie bloeiende platen waar de kolibries volop aanwezig zijn. Vanaf het terras heb je bij helder weer uitzicht op de vulkaan. Algemene voorzieningen zijn uitstekend - een mooi zwembad en whirlpool, leuke zitjes eromheen, poolbiljart, koffie-/theehoek. 
Het geheel is ruim opgezet dus je hebt voldoende privacy.
Je hebt een auto nodig om naar Fortuna te gaan of naar het National Parc of naar La Fortuna Waterval maar je bent direct op de hoofdweg naar deze bezienswaardigheden. Niets, weliswaar was er bij ons geen ontbijt op dat moment mogelijk maar aan de overkant van de straat zit een leuke soda waar je goedkoop een ontbijtje kunt nuttigen.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Les installations sont belles, avec piscine, jacuzzi, espace jeux, hamacs… le jardin est superbe. Le petit dej - en supplément, est très bien. La vue doit être superbe mais le temps est resté couvert tout notre séjour. Chambres mal insonorisées et espaces extérieurs collés les uns aux autres. 
Accueil un peu autoritaire…
Un peu loin un pied de La Fortuna centre, sur une route très passante.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Czystość, piękny ogród, domowa atmosfera Brak śniadań wliczonych w cenę",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Sehr freundliche Gastgeber. Der Garten ist wunderschön und die Zimmer haben eine eigene Terrasse mit einer Hängematte. Der Jacuzzi ist sehr schön und so könnte man sich sogar den Eintritt in eine Therme sparen. 
In der Nähe hat es ein paar gute Restaurants, die man zu Fuss erreicht. nichts",5,Hotel Roca Negra del Arenal,alojamiento,booking
"le jardin est magnifique, l'espace jeu avec le billard et la table de ping-pong très bien. le wifi n'a pas toujours bien fonctionné et pas de petit déjeuner.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Ein  blühendes zwitscherndes Gartenparadies mit Kolibris und vielen Vögel. 
Die schönste Unterkunft auf unserer Reise.
Perfekt sauber.
Außerordentlich liebe Frauen führen das Hotel.",5,Hotel Roca Negra del Arenal,alojamiento,booking
De tuin is prachtig en vol met vogels. We zagen zelfs toekans overvliegen. Uitzicht op de vulkaan is (als het weer meezit) fenomenaal. De vrouw bij de receptie heeft een flinke dosis humor.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Situation dans un jardin très fleuri où les colibris butinent…très agréable le matin au petit déjeuner…
Chambre de luxe avec 2 grands lits, grande salle de bain avec WC séparé, très pratique pour 3 personnes. Belle terrasse avec fauteuils et hamac.
Endroit avec jeux et thé offert, la piscine et le spa pour la fin de journée
Personnel agréable avec beaucoup d’humour mais les costaricains sont très agréables en général. Proximité de la route surtout pour la piscine et petit déjeuner mais le décor de la végétation et des fleurs font oublier le bruit.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Personal molt amable, que ens va recomanar restaurant on sopar. L'hotel és encantador, amb vistes al volcà arenal des de l'habitació i un petit jardí on pots veure colibris. La piscina i el jacuzzi són ideals per descansar després d'un dia d'excursió. L'hotel està situat a les afores del poble la Fortuna (5 min aprox en cotxe) i de camí al PN Volcan Arenal, creiem que està molt ben situat. La relació qualitat-preu és molt bona. 100% recomenable!!! S'ha de tenir en compte que les parets són bastant fines i sents la gent de les altres habitacions.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wat een pareltje dit hotel. Prachtige locatie met tuin, vriendelijk personeel en top kamers met een uitzicht op de vulkaan. Niets",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nous avons passé 2 jours très agréables dans un cadre verdoyant et reposant. Le service et l'accueil sont parfait.
Le petit plus très très sympa... Le jacuzzi en accès gratuit. Dommage que le petit déjeuner ne soit pas inclus dans le prix",5,Hotel Roca Negra del Arenal,alojamiento,booking
Alles war perfekt. Mehr gibt es zu dieser Unterkunft nicht zu sagen. Einfach großartig.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"sehr schöne Anlage,für Naturliebhaber,viele Vögel,nettes hilfsbereites Personal",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La dona de la recepció és molt maca i simpàtica. Piscina molt xula amb jacuzzi.
Bona dutxa amb aigua calenta i llits còmodes Res",5,Hotel Roca Negra del Arenal,alojamiento,booking
Wir hatten einen einzeln stehenden Bungalow mit Blick auf den Vulkan. Pure Privatsphäre. Ausstattung besser als erwartet . Sehr freundliches Personal mit gutem Tip für Restaurants und kostenlose heisse Quelle.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"L hotel est situé dans un très beau jardin ( magnifiques fleurs) et il a une piscine 
Il est très bien situé au calme mais très proche du centre 
Le personnel est très sympathique Rien",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Zwembad, uitzicht op de vulkaan, verschillende excursies te boeken via het hotel, dé tip om naar Relax Termalitas Hot Springs te gaan voor een dagje hotsprings (een aanrader!) Gehorige kamers, het ontbijt viel tegen, wij raden aan om ergens in de buurt ontbijt te eten (Red Frog Coffee Roasters)",5,Hotel Roca Negra del Arenal,alojamiento,booking
Das Hotel hat eine gute Lage und war sehr sauber. Von unserer Terrasse konnten wir viele Tiere beobachten.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Son emplacement face à l'arenal.
Ses casitas dispersées dans un jardin luxuriant, fleuri et empli de colibris, d'autres oiseaux et de papillons.
La gentillesse de sa propriétaire. Rien",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Ze hebben zo veel diertjes, leuke tuin en zwembad. Super leuk! Ook het bed was heel groot.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Prachtig uitzicht Zwembad is net naast de de weg en het lawaai is niet echt rustgevend,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Gratis Zimmer-Upgrade bekommen, traumhafter Blick direkt von der Zimmer-Terrasse auf den Vulkan Arenal, sehr nette Anlage mit schönem Pool & kleinem Whirlpool. Und beim Frühstück gibt es die BESTEN, FLUFFIGSTEN PANCAKES, die wir je gegessen haben 🙂 Nur Barzahlung möglich und kein ATM in Fußweite.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"perfekter Ausblick, super netter Personal",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Les chalets sont très confortable, la terrasse vu sur le volcan est à couper le souffle. Literie très confortable. Le coin piscine et jacuzzi est trop beau . Il y a plein de resto accessible à pied . Rien",5,Hotel Roca Negra del Arenal,alojamiento,booking
Schöne Lage und Dank des beheizten Jakuzzis haben wir auf die heißen Quellen verzichtet. Super nettes Personal,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Eugenia is een top dame! Op voorhand krijg je al berichtjes om je welkom te heten. Eens ter plekken word je ontvangen in een warme omgeving. Kamers zeer netjes, faciliteiten top, ontbijt voor amper 7 dollar bij geboekt en geen spijt. Laat je ook helpen bij het boeken van tours, ze zijn echt goedkoper via haar.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Hôtel vraiment au top : bungalows très spacieux et modernes, avec de grandes terrasses donnant sur un jardin fabuleux. On avait en permanence des colibris à quelques mètres de notre terrasse.
La piscine est très agréable, le jacuzzi aussi, le tout entouré de verdure magnifique.
Le personnel est très gentil.
L’emplacement est parfait avec des restau juste devant, et situé sur la route des parcs et sentiers.
Et pour finir plein de jeux et des animaux pour les enfants.
On recommande sans hésiter. Rien du tout",5,Hotel Roca Negra del Arenal,alojamiento,booking
"We werden enthousiast verwelkomt door de receptioniste en hadden een comfortabele kamer met prachtig uitzicht op de vulkaan. De kamer was van alle gemakken voorzien en de handdoeken/kamer werden verschoond. Ook waren er een spelletjes ruimte met pooltafel, een heel fijn zwembad met Jacuzzi en een erg lekker ontbijt aanwezig. Verder lagen de restaurants en barretjes op loopafstand. Kortom een uitstekend hotel op een prachtige locatie waar veel te doen is.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Het is echt een prachtige plek,  met een heerlijke buitenruimte,  grote kamers, een zwembad,  een lekker ontbijt,  fatsastisch uitzicht op El arenal vanaf het terras,  overal kolibries en vijvers in de prachtige tuin,  een heel erg vriendelijk personeel Niks,  echt top",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Tolle Lage in der Nähe der großen Attraktionen. Wunderschöner sauberer Bungalow mit Terrasse und Vulkanblick, alles in einem
Wunderschön angelegten Garten!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"To był raj na ziemi.Zachwycający ogród w którym poczujesz się jak w raju, piękny basen i jacuzzi, piękny widok na wulkan prosto z tarasu,mnóstwo ptaków , kolibry naokoło.Obsluga przemiła i pomocna.Cisza i spokój, tylko śpiew ptaków Pokój czysty, ładny.Nic więcej nie trzeba było. Sklep i restauracje w poblizu.Jeden z najlepszych hoteli w których byłam.Dla miłosników roślin egzotyki to miejsce top one .Miejsce do którego bysmy  wrocili .Jesteśmy pod wrażeniem tego miejsca.Warte każdej ceny jak chcesz poczuć Kostarykę.Dziękujemy za wszystko.Pura Vida. Rajski ogród jak z bajki.Lokalizacja i widok na wulkan",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Superleuk, mooi groen, kamer met uitzicht op de vulkaan en de binnentuin. Prima lokatie en ontbijt wordt vers bereid. Niets!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Sehr schöne und gepflegte Anlage mit direkter Sicht zum Arenal, traumhaft. Danke Elisabeth für den freundlichen Empfang und deine hilfsbereitschaft. Das Frühstück war sehr lecker. ./.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Heel mooi huisje gelegen in een paradijs van planten en bloemen. Ons huisje had zelfs uitzicht op de vulkaan. Zeer vriendelijke eigenaressse. Prachtig huisje met grote zeer mooie badkamer en grote slaapkamer met koelkast en luie stoel. Heerlijk groot terras met hangmat en 2 luie fauteuils. Heel veel kolibries in de tuin gezien. Tuin is zo groot dat je er een mooie wandeling kunt maken. Mooi zwembad Pooltafel en andere spellen. Vlakbij allerlei restaurants, een mooie waterval en het vulkaanpark.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Supervriendelijke ontvangst met goede tips. Als je uitstappen of transfer wil plannen, boek het hier! Het komt goedkoper uit😀. Prachtige tuin! Ontbijten kan soms ter plaatse maar er is voldoende keuze in de buurt.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Het bed sliep zalig en was extra groot. Daarnaast was het ontbijt top! /,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Das Hotel Roca Negra liegt etwas oberhalb von La Fortuna. Die Unterkunft hat einen tollen gepflegten Garten mit direktem Blick auf den Vulkan. Die Zimmer verfügen alle über eine tolle überdachte Terrasse mit Schaukelstühlen & einer Hängematte, in denen man sich von den zahlreichen möglichen Ausflügen in der Region erholen kann. Das Zimmer war gemütlich & sauber.  Wir haben unseren Aufenthalt sehr genossen. Bezahlung war nur mit Cash möglich- fanden wir etwas umständlich.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Die Aussicht direkt auf den Vulkan war wirklich wunderschön. Sehr gepflegte Anlage und das Personal war äusserst zuvorkommend und hat uns gute Restaurants- und Ausflugstipps gegeben. -,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Les petites maisonettes sont superbe et le lieu est très accueillant. La piscine est super avec un espace jeu (ping-pong, billard, babyfoot).",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Dejlig hus på lukket grund med fantastisk smuk have , hvor kolibrierne fløj omkring. Dejlig pool. Har intet at være utilfreds over.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Mooie schone kamer met kingsize bed en airco. Een mooie tuin met veel vogels. Wij hadden kamer 7, met uitzicht op de vulkaan. Het was bewolkt toen wij er waren, dus we hebben de vulkaan vanaf de accommodatie niet helemaal kunnen zien. Dichtbij het centrum",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wat een top verblijf, de foto's doen echt onder van de werkelijkheid. Het is zo mooi met zo'n mooie tuin! We hadden een prive huisje (casita) en die is super ruim, met een heerlijke buitenruimte en prive parkeerplaats. Ontvangst was super vriendelijk, onbijt is top, locatie is top, overal dichtbij!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Hele aardige gastvrouw, zeer schone en charmante huisjes",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wir waren unglaubliche positiv überrascht, hatten mit deutlich einfacherem gerechnet.
Super schönes Zimmer, die Zimmer sind jeweils eigene Bungalows, jeweils mit eigener Terrasse.
Neben dem Pool gibt es auch noch einen jacuzzi, welcher nach einem langen Tag auf dem Vulkan definitiv gelegen kam, ansonsten gibts auch noch tischkicker oder billiard.
Das Personal ist super freundlich & lustig.
Das Frühstück war auch top ! Das WLAN war manchmal ein wenig instabil, das ist aber im Urlaub vielleicht gar nicht so schlecht",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Stanze grandi, letti queen size comodi in spaziosi bungalow situati in un bel giardino. La pulizia, la flessibilità e la simpatia dell’incaricata della reception. Il pagamento è richiesto solo in cash.",5,Hotel Roca Negra del Arenal,alojamiento,booking
חדרים נוחים צוות מצוין תמורה טובה מאוד למחיר,5,Hotel Roca Negra del Arenal,alojamiento,booking
Whirlpool war super. Sehr netter Personal. Schöne Unterkunft,5,Hotel Roca Negra del Arenal,alojamiento,booking
Prachtig gelegen kleinschalig hotel met fijne schone kamers in een prachtige overdadige tuin! Het uitzicht op de Arenal was adembenemend! Fijn zwembad bij het hotel en een recreatie ruimte met pool tafel ea spellen. Vriendelijk en zeer behulpzaam personeel. Gelegen in leuk plaatsje. Het ontbijt was matig maar niet duur.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Sehr schöne Anlage, viele Tiere, sehr hilfsbereites Personal, toller Pool, tolle Lage (Blick auf den Vulkan) nichts auszusetzen.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Erg mooie huisjes midden in de natuur! De medewerkers zijn erg vriendelijk en behulpzaam. Hotel Roca Negra ligt net iets buiten het centrum van La Fortuna maar heel dichtbij alle bezienswaardigheden. Daarnaast zijn er een aantal leuke restaurantjes in de omgeving. Echt een aanrader!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"La chambre était spacieuse, comfortable et très propre. Le personnel est adorable et vous conseil sur des activités top à faire. Le cadre est magnifique, le jardin/jungle est super beau et la vue de la chambre sublime (vue sur le volcan). Séjour parfait mais le petit déjeuner ne valait pas trop le coup à notre goût",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Eine traumhafte Anlage im grünen Gartenpark! Pflanzen  Tiere fast wie im Regenwald  und sehr schöne gepflegte Hütten mit schönen Terrassen. Schöner Pool und Spielgelegenheiten (Billard, Kicker, Tischtennis) und sagenhafter Blick auf den Vulkan.. die Bilder in Booking lügen nicht! Sehr empfehlenswert -",5,Hotel Roca Negra del Arenal,alojamiento,booking
"De setting met pooltafel, tafeltennis, hottub etc en de (nieuwe) kamers Een avond wat herrie van het overliggende hotel maar was gelukkig alleen bij het zwembad",5,Hotel Roca Negra del Arenal,alojamiento,booking
"위치, 청결, 객실 나 인테리어, 직원들 친절 수영장이 2개라 기록되었는데, 사이즈가 아주 작았고, 온천수가 아니었음.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Prachtig huisje in een heerlijke tuin met kolibri’s, toekans en uitzicht oo de vulkaan. Heerlijk zwembad.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Die Unterkunft hat sehr schöne, gut ausgestattete, große Häuschen in einem wundervollen Garten. Das Personal ist sehr freundlich und der Pool ist toll",5,Hotel Roca Negra del Arenal,alojamiento,booking
Het wandelpad door de tuinen en het zwembad. Niets,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Superbe emplacement, chambre très propre avec une très belle vue sur le volcan.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Ubicación , instalaciones de 100! Nada en contra, todo perfecto",5,Hotel Roca Negra del Arenal,alojamiento,booking
"- Toller Pool und Wirlpool
- Ping-Pong Tisch
- Schöne Hotelanlage
- Parkplatz vor dem Haus
- Abgesperrte Hotelanlage
- Klimaanlage
- Eigner Balkon und kleine Terrasse mit Schaukelstühlen - Die Häuser haben zwei Wohnungen. Wenn beide belegt sind, hört man den Nachbarn sehr gut durch die Wände.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"TB chambre confortable, belle piscine, jacuzzi, billard, … Les petits déjeuner très basiques.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Très bien situé, personnel très bien, et des colibris dans le jardin!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nous avons passé quelques jours merveilleux. Le personnel est adorable, l'hôtel est absolument magnifique, l'espace piscine incroyable. Un espace de jeux vraiment chouette. Belle chambre bien équipée !",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La maisonnette avec terrasse a l’avant et vue sur le volcan, magnifique. Très propre et très intime. Petit déjeuner très bien. Tout était extrêmement propre dont la piscine sauf à un moment il y avait beaucoup de caca dans l’eau que nous avons retiré avec une puise. Nous n’avons plus eu envie de nous baigner ensuite",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Les jardins sont magnifiques. L’espace piscine/jacuzzi est très bien. 
Le petit-déjeuner est un bon rapport qualité prix pour le secteur et un vrai plus car il est servi à partir de 6:00.
Notre chambre familiale était parfaite. La terrasse donne sur le volcan Arenal. 
Nous recommandons vivement cet hôtel comme point de chute pour cette région. 
Le soir pas besoin de prendre la voiture pour dîner car il y a plusieurs soda et restaurant tout autour de l’hôtel. Il y a également des magasins à proximité.
La gérante est très agréable également et prête à renseigner. Rien",5,Hotel Roca Negra del Arenal,alojamiento,booking
