puntuacion,texto_positivo,texto_negativo,texto_resena,lugar,categoria,fuente,fecha_recopilacion,url_fuente,idioma_comentario
1010,I LOVE THIS HOTEL! Waking up every morning and seeing the volcano just made my birthday trip even more special. I spent hours in the hammock just looking at the birds around me and the volcano! The pool was a great size and the hot tub was an added bonus. It is near all the tourist sites and lots of restaurants nearby. The tea and coffee facilities were great and the staff were so helpful and left me a little surprise in my room for my birthday. I would go back to this hotel in a heartbeat!,,Positivo: I LOVE THIS HOTEL! Waking up every morning and seeing the volcano just made my birthday trip even more special. I spent hours in the hammock just looking at the birds around me and the volcano! The pool was a great size and the hot tub was an added bonus. It is near all the tourist sites and lots of restaurants nearby. The tea and coffee facilities were great and the staff were so helpful and left me a little surprise in my room for my birthday. I would go back to this hotel in a heartbeat!,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"The beauty of it, and all the greenery also only amenities",Nothing,"Positivo: The beauty of it, and all the greenery also only amenities | Negativo: Nothing",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,Very friendly and helpful stuff. Great accommodation with lovely view and a being pool.,The breakfast was just a bit basic for the price,Positivo: Very friendly and helpful stuff. Great accommodation with lovely view and a being pool. | Negativo: The breakfast was just a bit basic for the price,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,Proximity to attractions and restaurants,No dislikes,Positivo: Proximity to attractions and restaurants | Negativo: No dislikes,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"This place was absolutely wonderful. We saw hummingbirds from our porch every morning, with beautiful volcano views. I was sad to leave.",,"Positivo: This place was absolutely wonderful. We saw hummingbirds from our porch every morning, with beautiful volcano views. I was sad to leave.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,Everything about this place was exactly what they said it would be and more . I will recommend this place to my friends and family .it was worth it and I can’t wait to go back. Thank you for a great experience.,There was nothing wrong with this place I love it and can’t wait to go back,Positivo: Everything about this place was exactly what they said it would be and more . I will recommend this place to my friends and family .it was worth it and I can’t wait to go back. Thank you for a great experience. | Negativo: There was nothing wrong with this place I love it and can’t wait to go back,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
8.08,"Close to La Fortuna and Arenal; my own bungalow with terrace overlooking the volcano and with a small flower garden. Very friendly staff.
Accepts paypal.",Room is smaller than advertised. They probably counted bath and terrace also. Whirlpool will be heated on demand. Does not accept credit cards.,"Positivo: Close to La Fortuna and Arenal; my own bungalow with terrace overlooking the volcano and with a small flower garden. Very friendly staff.
Accepts paypal. | Negativo: Room is smaller than advertised. They probably counted bath and terrace also. Whirlpool will be heated on demand. Does not accept credit cards.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"Behind the entrance Gate you feel like you've entered a hobby farm..adorable cabins surrounded by beautiful flora. Chickens, ducks, geese roam around. Very private and great view if the volcano. Walking paths.",Everything was good.,"Positivo: Behind the entrance Gate you feel like you've entered a hobby farm..adorable cabins surrounded by beautiful flora. Chickens, ducks, geese roam around. Very private and great view if the volcano. Walking paths. | Negativo: Everything was good.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,The tea/coffee area were great! And I loved the game area for kids. This was so helpful when it was raining! Breakfast was great as well.,"Sleeping would have been better with a screen on the window, so we could keep the windows open instead of using the AC, since it was a really nice temperature outside.","Positivo: The tea/coffee area were great! And I loved the game area for kids. This was so helpful when it was raining! Breakfast was great as well. | Negativo: Sleeping would have been better with a screen on the window, so we could keep the windows open instead of using the AC, since it was a really nice temperature outside.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,"Cleanness and very friendly and helpful staff.
They treated me like a family.
Made all my tours and shuttle arrangements back to the capital, since I do not speak Spanish I didn’t feel like I am in foreign country.",I wish I had a coffee machine in the room for my morning coffee.,"Positivo: Cleanness and very friendly and helpful staff.
They treated me like a family.
Made all my tours and shuttle arrangements back to the capital, since I do not speak Spanish I didn’t feel like I am in foreign country. | Negativo: I wish I had a coffee machine in the room for my morning coffee.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
8.08,I liked the area!  Nice cabins.,Not all cabins were updated.  We paid more for “upgraded” room that was in need of renovation!! It wasn’t clean so we complained and they switched out for us.  I thought the front desk staff were very unfriendly. Especially Kristin.  She was very unfriendly!!,Positivo: I liked the area!  Nice cabins. | Negativo: Not all cabins were updated.  We paid more for “upgraded” room that was in need of renovation!! It wasn’t clean so we complained and they switched out for us.  I thought the front desk staff were very unfriendly. Especially Kristin.  She was very unfriendly!!,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,We enjoyed the friendly welcome and the beautiful garden!,,Positivo: We enjoyed the friendly welcome and the beautiful garden!,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,The property is gorgeous. It is big and have a lot of well maintained little trails,It is close to the road so it gets a little noisy during the day.,Positivo: The property is gorgeous. It is big and have a lot of well maintained little trails | Negativo: It is close to the road so it gets a little noisy during the day.,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,Alles was op en top in orde !,,Positivo: Alles was op en top in orde !,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,"Bedrooms were clean, gorgeous and spacious. Rooms are situated in lush green areas that make the stay feel authentic and enjoyable.
Common areas included a lovely pool and games room that were very fun to use.",/,"Positivo: Bedrooms were clean, gorgeous and spacious. Rooms are situated in lush green areas that make the stay feel authentic and enjoyable.
Common areas included a lovely pool and games room that were very fun to use. | Negativo: /",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"Great environment, beautiful view, pool with jacuzzi, lovely personnel",X,"Positivo: Great environment, beautiful view, pool with jacuzzi, lovely personnel | Negativo: X",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,"Wonderful garden, very wide spread.",,"Positivo: Wonderful garden, very wide spread.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,The rooms were very comfortable.  The location was great.  The host communicated very well.,I would prefer more hooks or hanging rods for wet towels and bathing suits,Positivo: The rooms were very comfortable.  The location was great.  The host communicated very well. | Negativo: I would prefer more hooks or hanging rods for wet towels and bathing suits,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
8.08,"Phantastic view to the volcano, superbe garden with lots of humming birds. Spacious room. Excellent, wonderful staff. Great jacuzzi, nice pool. Billard, ping pong. All very well maintained. Good quality of matraces.",Deco a bit sterile. One can hear the cars at the road. No coffee/tea in the room.,"Positivo: Phantastic view to the volcano, superbe garden with lots of humming birds. Spacious room. Excellent, wonderful staff. Great jacuzzi, nice pool. Billard, ping pong. All very well maintained. Good quality of matraces. | Negativo: Deco a bit sterile. One can hear the cars at the road. No coffee/tea in the room.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,Roca Negra Del Arenal was a true revelation and exceeded all of our expectations. Each room is a little private bungalow and ours had a very large comfy bed as well as a hammock outside with a view towards the volcano. The property has a lovely pool area and for a small extra fee you can enjoy a delicious breakfast. Special thanks to Elizabeth and Dunya who looked after us and made our stay even better,Nothing,Positivo: Roca Negra Del Arenal was a true revelation and exceeded all of our expectations. Each room is a little private bungalow and ours had a very large comfy bed as well as a hammock outside with a view towards the volcano. The property has a lovely pool area and for a small extra fee you can enjoy a delicious breakfast. Special thanks to Elizabeth and Dunya who looked after us and made our stay even better | Negativo: Nothing,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"This was an amazing place, far exceeded my expectations, the staff was amazing and very accommodating!","Absolutely nothing, everything was excellent!","Positivo: This was an amazing place, far exceeded my expectations, the staff was amazing and very accommodating! | Negativo: Absolutely nothing, everything was excellent!",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,Beautiful setting. Clean and comfortable.,,Positivo: Beautiful setting. Clean and comfortable.,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,Beautiful scenery and pool area,,Positivo: Beautiful scenery and pool area,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
8.08,"The staff members at the reception desk went above and beyond to help us. We loved watching the diverse birds found in the garden around our room and the property. The air conditioning and pool were both great. We loved the location because this area just outside of La Fortuna is quieter. It's easy to walk to a few restaurants and shops, and also easy to access hiking and hot springs from here. We had a great view of the volcano right from the door of our room.","The room was a bit small, and the roof leaked a little bit in two spots during torrential rain.","Positivo: The staff members at the reception desk went above and beyond to help us. We loved watching the diverse birds found in the garden around our room and the property. The air conditioning and pool were both great. We loved the location because this area just outside of La Fortuna is quieter. It's easy to walk to a few restaurants and shops, and also easy to access hiking and hot springs from here. We had a great view of the volcano right from the door of our room. | Negativo: The room was a bit small, and the roof leaked a little bit in two spots during torrential rain.",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"lush, tropical grounds with pathways to explore, staff was so friendly and helpful, very clean rooms, awesome front porch with amazing view of volcano.   felt very safe, pool area was very nice, and enjoyed a nice breakfast there. location was great near lots of restaurants and shops. would definitely stay here again.",we loved the property,"Positivo: lush, tropical grounds with pathways to explore, staff was so friendly and helpful, very clean rooms, awesome front porch with amazing view of volcano.   felt very safe, pool area was very nice, and enjoyed a nice breakfast there. location was great near lots of restaurants and shops. would definitely stay here again. | Negativo: we loved the property",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,The grounds were beautiful with a spectacular view of the volcano. Staff were very helpful.,,Positivo: The grounds were beautiful with a spectacular view of the volcano. Staff were very helpful.,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
9.09,The view of the volcano from our porch was amazing. The room was clean and comfortable. We did not use the pool but the ping pong and pool table were fun.,The staff was friendly but their English was limited.,Positivo: The view of the volcano from our porch was amazing. The room was clean and comfortable. We did not use the pool but the ping pong and pool table were fun. | Negativo: The staff was friendly but their English was limited.,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,"Roca Negra is fabulous! The location is very convenient (just opposite there is a great soda and 5 mins walking further you find the Red Frog resto/soda which is also amazing).
The houses are very comfortable, clean and the facilities are great - pool, billiard, mini football-table, etc. 
The breakfast is outsourced and for 7$ you really have a great food. After coming from Tortuguero NP, we were very happy arriving here. 
And the people at the property were very, very helpful and friendly!",Not the case,"Positivo: Roca Negra is fabulous! The location is very convenient (just opposite there is a great soda and 5 mins walking further you find the Red Frog resto/soda which is also amazing).
The houses are very comfortable, clean and the facilities are great - pool, billiard, mini football-table, etc. 
The breakfast is outsourced and for 7$ you really have a great food. After coming from Tortuguero NP, we were very happy arriving here. 
And the people at the property were very, very helpful and friendly! | Negativo: Not the case",Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
1010,We loved being able to walk around the property easily. Loved the beautiful grounds.  My husband loved the breakfast!,Loved it all!,Positivo: We loved being able to walk around the property easily. Loved the beautiful grounds.  My husband loved the breakfast! | Negativo: Loved it all!,Hotel Roca Negra del Arenal,alojamiento,booking,2026-07-27T20:58:00.937304+00:00,https://www.booking.com/hotel/cr/roca-negra-del-arenal.es.html?aid=304142&label=gen173nr-10CA0oM0IVcm9jYS1uZWdyYS1kZWwtYXJlbmFsSApYBGgziAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALYjJ_TBsACAdICJDE1ZTYyNGQ5LWQzZDQtNDQxZi05MmUwLTY3Y2E5M2I2ZGU0ONgCAeACAQ&came_from_hotel_review=1&keep_landing=1&sid=53ca523366e7b971484ab6ac09281b3c&chal_t=1785185881739&force_referer=#tab-reviews,
